Actions: [(5,), (6,), (1,), (2,), (4,), (3,), (5, 6), (5, 1), (5, 2), (5, 4), (5, 3), (6, 1), (6, 2), (6, 4), (6, 3), (1, 2), (1, 4), (1, 3), (2, 4), (2, 3), (4, 3)]
Episode 0 of 40000
         2505781 function calls (2451342 primitive calls) in 20.422 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.001    0.000 tempfile.py:522(NamedTemporaryFile)
       55    0.000    0.000    0.009    0.000 _tensor.py:301(__repr__)
        2    0.000    0.000    0.000    0.000 {method 'softmax' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.085    0.042 text.py:1(<module>)
       21    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.001    0.001 _deprecated.py:1(<module>)
      136    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
       40    0.000    0.000    0.001    0.000 subprocess.py:1914(_try_wait)
       53    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        2    0.000    0.000    0.002    0.001 distributed.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _sources.py:79(make_source_context)
      170    0.000    0.000    0.000    0.000 cm.py:89(__getitem__)
        1    0.000    0.000    0.001    0.001 _builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
       58    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.005    0.005 legend.py:1(<module>)
       24    0.000    0.000    0.000    0.000 selectors.py:235(register)
        2    0.000    0.000    0.002    0.001 observer.py:1(<module>)
        1    0.000    0.000    0.006    0.006 gradcheck.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
       15    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.055    0.055 _base.py:1(<module>)
       24    0.000    0.000    0.000    0.000 selectors.py:352(register)
       17    0.000    0.000    0.000    0.000 {method 'abs' of 'torch._C._TensorBase' objects}
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
       33    0.000    0.000    0.000    0.000 results.py:213(__setitem__)
      279    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      136    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.002    0.002 frontend.py:1(<module>)
       53    0.000    0.000    0.000    0.000 __init__.py:946(_name_from_stem)
        2    0.000    0.000    0.009    0.005 platform.py:1(<module>)
       26    0.000    0.000    0.019    0.001 _sources.py:9(get_source_lines_and_file)
        1    0.000    0.000    0.024    0.024 request.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 ticker.py:2872(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkProcess)
        2    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        5    0.000    0.000    0.040    0.008 init.py:366(kaiming_uniform_)
       95    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:991(update)
       74    0.000    0.000    0.000    0.000 __init__.py:211(matches)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 serialization.py:1(<module>)
       74    0.000    0.000    0.000    0.000 __init__.py:430(_replace)
        7    0.000    0.000    0.005    0.001 version.py:1(<module>)
        1    0.000    0.000    0.093    0.093 backend_bases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:371(<dictcomp>)
       53    0.000    0.000    0.001    0.000 pathlib.py:1111(open)
        1    0.000    0.000    0.000    0.000 transforms.py:211(BboxBase)
        3    0.000    0.000    0.001    0.000 conv.py:67(__init__)
     30/9    0.000    0.000    0.005    0.001 core.py:4577(leave_whitespace)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
       14    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
       43    0.000    0.000    0.000    0.000 core.py:3107(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:359(<genexpr>)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
      208    0.000    0.000    0.000    0.000 inspect.py:823(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
     10/5    0.000    0.000    0.001    0.000 functools.py:961(__get__)
       40    0.000    0.000    0.000    0.000 subprocess.py:1065(__del__)
        1    0.000    0.000    0.005    0.005 keyboard.py:1(<module>)
      207    0.000    0.000    0.000    0.000 typing_extensions.py:200(<listcomp>)
       21    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
       26    0.000    0.000    0.001    0.000 _decorator.py:23(__call__)
       23    0.000    0.000    0.001    0.000 overrides.py:177(decorator)
      156    0.000    0.000    0.000    0.000 inspect.py:820(<genexpr>)
       62    0.000    0.000    0.003    0.000 core.py:3796(<listcomp>)
      118    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
       14    0.000    0.000    0.002    0.000 core.py:115(doc_note)
       54    0.000    0.000    0.007    0.000 __init__.py:1018(<genexpr>)
       12    0.000    0.000    0.023    0.002 subprocess.py:1110(communicate)
      379    0.000    0.000    0.000    0.000 enum.py:801(value)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:4177(Lasso)
        1    0.000    0.000    0.000    0.000 process.py:1(<module>)
       68    0.000    0.000    0.000    0.000 {method '__format__' of 'float' objects}
       20    0.000    0.000    0.000    0.000 module.py:580(compute_should_use_set_data)
      115    0.000    0.000    0.002    0.000 abc.py:110(register)
        1    0.000    0.000    0.001    0.001 module.py:204(Module)
        6    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       28    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      103    0.000    0.000    0.000    0.000 _tensor_str.py:204(<listcomp>)
      105    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        3    0.000    0.000    0.033    0.011 activation.py:1(<module>)
        1    0.000    0.000    0.103    0.103 contour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:489(_get_protocol_attrs)
        6    0.000    0.000    0.000    0.000 patches.py:2271(<listcomp>)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       11    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
      126    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
        6    0.000    0.000    0.006    0.001 patches.py:2253(pprint_styles)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
      102    0.000    0.000    0.000    0.000 exceptions.py:44(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
       44    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.003    0.003 PngImagePlugin.py:1(<module>)
      103    0.000    0.000    0.000    0.000 _tensor_str.py:205(<listcomp>)
       45    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
       90    0.000    0.000    0.000    0.000 module.py:1612(children)
       10    0.000    0.000    0.007    0.001 _ops.py:159(__getattr__)
        1    0.000    0.000    0.002    0.002 ExifTags.py:20(Base)
       69    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
      130    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
       40    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        1    0.000    0.000    0.006    0.006 _char_codes.py:1(<module>)
        1    0.000    0.000    0.018    0.018 lines.py:1(<module>)
        3    0.000    0.000    0.002    0.001 profiler.py:1(<module>)
        3    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       33    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       28    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
       21    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
   134/34    0.000    0.000    0.001    0.000 core.py:1904(__str__)
        1    0.000    0.000    0.001    0.001 _trace.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
        2    0.000    0.000    0.002    0.001 dataclasses.py:1333(make_dataclass)
        1    0.000    0.000    0.018    0.018 axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:1(<module>)
        1    0.000    0.000    0.093    0.093 dll.py:1(<module>)
       45    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
        1    0.000    0.000    0.004    0.004 _recursive.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
       24    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 events.py:226(SDL_MouseMotionEvent)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
        1    0.000    0.000    0.000    0.000 hints.py:1(<module>)
      170    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
       21    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
       15    0.000    0.000    0.000    0.000 __init__.py:357(_canonical_dim)
       40    0.000    0.000    0.000    0.000 contextlib.py:452(__init__)
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f40737c9c60}
       67    0.000    0.000    0.000    0.000 contextlib.py:514(_push_exit_callback)
      156    0.000    0.000    0.000    0.000 core.py:1973(__hash__)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method amin}
      334    0.000    0.000    0.000    0.000 enum.py:796(name)
       30    0.000    0.000    0.001    0.000 pathlib.py:1023(glob)
       56    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       29    0.000    0.000    0.028    0.001 __init__.py:108(import_module)
       40    0.000    0.000    0.000    0.000 subprocess.py:1867(_handle_exitstatus)
       36    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
       22    0.000    0.000    0.000    0.000 core.py:1013(reset_cache)
       80    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       53    0.000    0.000    0.000    0.000 __init__.py:383(_from_text)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
       16    0.000    0.000    0.001    0.000 core.py:4263(__init__)
     23/1    0.000    0.000    0.000    0.000 module.py:1713(train)
       26    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
       87    0.000    0.000    0.000    0.000 kl.py:40(register_kl)
       87    0.000    0.000    0.000    0.000 kl.py:71(decorator)
        1    0.000    0.000    0.000    0.000 {built-in method maximum}
       26    0.000    0.000    0.000    0.000 _sources.py:61(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method divide}
       53    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
       22    0.000    0.000    0.000    0.000 core.py:4077(_generateDefaultName)
       27    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 legend.py:342(Legend)
       50    0.000    0.000    0.000    0.000 core.py:1884(set_name)
        3    0.000    0.000    0.179    0.060 dll.py:238(__init__)
        1    0.000    0.000    0.001    0.001 package_importer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sensor.py:1(<module>)
       45    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
       14    0.000    0.000    0.000    0.000 random.py:506(choices)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       75    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      170    0.000    0.000    0.000    0.000 colors.py:953(copy)
       24    0.000    0.000    0.000    0.000 selectors.py:366(unregister)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       65    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
       29    0.000    0.000    0.000    0.000 subprocess.py:1080(_get_devnull)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       35    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       47    0.000    0.000    0.000    0.000 os.py:817(fsdecode)
        3    0.000    0.000    0.000    0.000 _six.py:34(__new__)
       11    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
        1    0.000    0.000    0.000    0.000 _tensor.py:81(Tensor)
        1    0.000    0.000    0.098    0.098 collections.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
        1    0.000    0.000    0.008    0.008 cm.py:1(<module>)
      215    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.229    0.229 figure.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
        1    0.000    0.000    0.002    0.002 widgets.py:1(<module>)
       83    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        1    0.000    0.000    0.002    0.002 module.py:1(<module>)
      144    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       22    0.000    0.000    0.003    0.000 core.py:4989(parseImpl)
